Index,Time,4ES_1,Time,4ES_2,Time,4ES_3,Time,4ES_4,Time,4PF_1,Time,4PF_2,Time,4PF_3,Time,4PF_4
11203,346.065,2529.406,346.065,2509.798,346.065,2529.406,346.065,2529.406,346.065,2529.406,346.065,2529.406,346.065,2529.406,346.065,2509.798
11204,346.083,2509.798,346.083,2529.406,346.083,2529.406,346.083,2529.406,346.083,2509.798,346.083,2529.406,346.083,2509.798,346.083,2529.406
11205,346.102,2509.798,346.102,2509.798,346.102,2529.406,346.102,2529.406,346.102,2509.798,346.102,2509.798,346.102,2509.798,346.102,2509.798
11206,346.12,2529.406,346.12,2509.798,346.12,2529.406,346.12,2509.798,346.12,2509.798,346.12,2509.798,346.12,2509.798,346.12,2529.406
11207,346.138,2509.798,346.138,2509.798,346.138,2529.406,346.138,2509.798,346.138,2529.406,346.138,2529.406,346.138,2509.798,346.138,2529.406
11208,346.157,2509.798,346.157,2529.406,346.157,2529.406,346.157,2509.798,346.157,2529.406,346.157,2509.798,346.157,2529.406,346.157,2529.406
11209,346.175,2509.798,346.175,2509.798,346.175,2529.406,346.175,2529.406,346.175,2529.406,346.175,2509.798,346.175,2509.798,346.175,2529.406
11210,346.194,2509.798,346.194,2529.406,346.194,2529.406,346.194,2529.406,346.194,2509.798,346.194,2529.406,346.194,2529.406,346.194,2509.798
11211,346.212,2529.406,346.212,2529.406,346.212,2529.406,346.212,2529.406,346.212,2509.798,346.212,2529.406,346.212,2509.798,346.212,2509.798
11212,346.231,2509.798,346.231,2529.406,346.231,2529.406,346.231,2509.798,346.231,2509.798,346.231,2529.406,346.231,2509.798,346.231,2529.406
11213,346.249,2509.798,346.249,2529.406,346.249,2509.798,346.249,2529.406,346.249,2509.798,346.249,2529.406,346.249,2509.798,346.249,2509.798
11214,346.267,2509.798,346.267,2509.798,346.267,2529.406,346.267,2509.798,346.267,2509.798,346.267,2529.406,346.267,2509.798,346.267,2529.406
11215,346.286,2509.798,346.286,2529.406,346.286,2509.798,346.286,2509.798,346.286,2529.406,346.286,2529.406,346.286,2509.798,346.286,2509.798
11216,346.304,2529.406,346.304,2529.406,346.304,2529.406,346.304,2529.406,346.304,2509.798,346.304,2529.406,346.304,2509.798,346.304,2509.798
11217,346.323,2509.798,346.323,2509.798,346.323,2529.406,346.323,2509.798,346.323,2529.406,346.323,2529.406,346.323,2509.798,346.323,2529.406
11218,346.341,2529.406,346.341,2529.406,346.341,2529.406,346.341,2529.406,346.341,2529.406,346.341,2529.406,346.341,2529.406,346.341,2529.406
11219,346.36,2529.406,346.36,2509.798,346.36,2529.406,346.36,2529.406,346.36,2509.798,346.36,2529.406,346.36,2509.798,346.36,2529.406
11220,346.378,2509.798,346.378,2529.406,346.378,2529.406,346.378,2509.798,346.378,2509.798,346.378,2509.798,346.378,2509.798,346.378,2509.798
11221,346.396,2529.406,346.396,2529.406,346.396,2509.798,346.396,2529.406,346.396,2509.798,346.396,2529.406,346.396,2509.798,346.396,2529.406
11222,346.415,2509.798,346.415,2509.798,346.415,2529.406,346.415,2509.798,346.415,2509.798,346.415,2529.406,346.415,2509.798,346.415,2509.798
11223,346.433,2509.798,346.433,2529.406,346.433,2509.798,346.433,2529.406,346.433,2529.406,346.433,2529.406,346.433,2529.406,346.433,2509.798
11224,346.452,2509.798,346.452,2529.406,346.452,2529.406,346.452,2529.406,346.452,2509.798,346.452,2529.406,346.452,2509.798,346.452,2529.406
11225,346.47,2529.406,346.47,2529.406,346.47,2529.406,346.47,2529.406,346.47,2529.406,346.47,2509.798,346.47,2509.798,346.47,2529.406
11226,346.489,2509.798,346.489,2529.406,346.489,2529.406,346.489,2529.406,346.489,2529.406,346.489,2529.406,346.489,2529.406,346.489,2509.798
11227,346.507,2529.406,346.507,2529.406,346.507,2529.406,346.507,2529.406,346.507,2509.798,346.507,2509.798,346.507,2490.19,346.507,2529.406
11228,346.525,2529.406,346.525,2529.406,346.525,2529.406,346.525,2509.798,346.525,2509.798,346.525,2509.798,346.525,2509.798,346.525,2529.406
11229,346.544,2529.406,346.544,2509.798,346.544,2529.406,346.544,2509.798,346.544,2509.798,346.544,2529.406,346.544,2509.798,346.544,2509.798
11230,346.562,2509.798,346.562,2509.798,346.562,2509.798,346.562,2509.798,346.562,2509.798,346.562,2509.798,346.562,2509.798,346.562,2529.406
11231,346.581,2509.798,346.581,2529.406,346.581,2529.406,346.581,2509.798,346.581,2529.406,346.581,2529.406,346.581,2509.798,346.581,2509.798
11232,346.599,2529.406,346.599,2529.406,346.599,2529.406,346.599,2529.406,346.599,2529.406,346.599,2529.406,346.599,2529.406,346.599,2529.406
11233,346.618,2509.798,346.618,2529.406,346.618,2529.406,346.618,2529.406,346.618,2509.798,346.618,2529.406,346.618,2509.798,346.618,2529.406
11234,346.636,2529.406,346.636,2529.406,346.636,2529.406,346.636,2529.406,346.636,2509.798,346.636,2529.406,346.636,2509.798,346.636,2509.798
11235,346.655,2509.798,346.655,2509.798,346.655,2509.798,346.655,2509.798,346.655,2529.406,346.655,2509.798,346.655,2509.798,346.655,2529.406
11236,346.673,2509.798,346.673,2529.406,346.673,2529.406,346.673,2509.798,346.673,2509.798,346.673,2529.406,346.673,2509.798,346.673,2509.798
11237,346.691,2529.406,346.691,2549.014,346.691,2529.406,346.691,2509.798,346.691,2509.798,346.691,2529.406,346.691,2509.798,346.691,2509.798
11238,346.71,2509.798,346.71,2509.798,346.71,2509.798,346.71,2529.406,346.71,2509.798,346.71,2529.406,346.71,2509.798,346.71,2529.406
11239,346.728,2509.798,346.728,2509.798,346.728,2509.798,346.728,2509.798,346.728,2529.406,346.728,2529.406,346.728,2529.406,346.728,2529.406
11240,346.747,2509.798,346.747,2509.798,346.747,2529.406,346.747,2509.798,346.747,2509.798,346.747,2529.406,346.747,2509.798,346.747,2509.798
11241,346.765,2509.798,346.765,2529.406,346.765,2529.406,346.765,2509.798,346.765,2529.406,346.765,2509.798,346.765,2529.406,346.765,2529.406
11242,346.784,2490.19,346.784,2529.406,346.784,2509.798,346.784,2529.406,346.784,2509.798,346.784,2529.406,346.784,2529.406,346.784,2529.406
11243,346.802,2509.798,346.802,2529.406,346.802,2529.406,346.802,2529.406,346.802,2529.406,346.802,2529.406,346.802,2509.798,346.802,2509.798
11244,346.82,2509.798,346.82,2529.406,346.82,2509.798,346.82,2529.406,346.82,2529.406,346.82,2529.406,346.82,2529.406,346.82,2529.406
11245,346.839,2509.798,346.839,2529.406,346.839,2529.406,346.839,2529.406,346.839,2509.798,346.839,2509.798,346.839,2509.798,346.839,2509.798
11246,346.857,2509.798,346.857,2509.798,346.857,2529.406,346.857,2509.798,346.857,2529.406,346.857,2529.406,346.857,2529.406,346.857,2509.798
11247,346.876,2509.798,346.876,2529.406,346.876,2509.798,346.876,2509.798,346.876,2509.798,346.876,2529.406,346.876,2509.798,346.876,2509.798
11248,346.894,2509.798,346.894,2529.406,346.894,2529.406,346.894,2509.798,346.894,2529.406,346.894,2529.406,346.894,2509.798,346.894,2529.406
11249,346.913,2509.798,346.913,2529.406,346.913,2529.406,346.913,2509.798,346.913,2529.406,346.913,2529.406,346.913,2529.406,346.913,2529.406
11250,346.931,2529.406,346.931,2529.406,346.931,2529.406,346.931,2529.406,346.931,2529.406,346.931,2529.406,346.931,2509.798,346.931,2509.798
11251,346.949,2509.798,346.949,2529.406,346.949,2529.406,346.949,2509.798,346.949,2509.798,346.949,2529.406,346.949,2509.798,346.949,2529.406
11252,346.968,2509.798,346.968,2529.406,346.968,2509.798,346.968,2509.798,346.968,2509.798,346.968,2509.798,346.968,2509.798,346.968,2509.798
11253,346.986,2509.798,346.986,2529.406,346.986,2509.798,346.986,2509.798,346.986,2509.798,346.986,2509.798,346.986,2509.798,346.986,2509.798
11254,347.005,2529.406,347.005,2509.798,347.005,2529.406,347.005,2509.798,347.005,2509.798,347.005,2529.406,347.005,2529.406,347.005,2529.406
11255,347.023,2509.798,347.023,2529.406,347.023,2529.406,347.023,2509.798,347.023,2509.798,347.023,2529.406,347.023,2529.406,347.023,2509.798
11256,347.042,2509.798,347.042,2509.798,347.042,2529.406,347.042,2529.406,347.042,2529.406,347.042,2529.406,347.042,2509.798,347.042,2509.798
11257,347.06,2509.798,347.06,2529.406,347.06,2529.406,347.06,2529.406,347.06,2529.406,347.06,2529.406,347.06,2509.798,347.06,2529.406
11258,347.078,2509.798,347.078,2529.406,347.078,2509.798,347.078,2529.406,347.078,2529.406,347.078,2529.406,347.078,2509.798,347.078,2509.798
11259,347.097,2529.406,347.097,2509.798,347.097,2529.406,347.097,2529.406,347.097,2509.798,347.097,2529.406,347.097,2509.798,347.097,2529.406
11260,347.115,2509.798,347.115,2529.406,347.115,2529.406,347.115,2509.798,347.115,2509.798,347.115,2509.798,347.115,2509.798,347.115,2509.798
11261,347.134,2509.798,347.134,2509.798,347.134,2509.798,347.134,2529.406,347.134,2509.798,347.134,2529.406,347.134,2509.798,347.134,2529.406
11262,347.152,2529.406,347.152,2509.798,347.152,2529.406,347.152,2529.406,347.152,2509.798,347.152,2529.406,347.152,2529.406,347.152,2529.406
11263,347.171,2509.798,347.171,2529.406,347.171,2509.798,347.171,2529.406,347.171,2529.406,347.171,2529.406,347.171,2509.798,347.171,2509.798
11264,347.189,2509.798,347.189,2529.406,347.189,2529.406,347.189,2529.406,347.189,2529.406,347.189,2529.406,347.189,2509.798,347.189,2529.406
11265,347.207,2529.406,347.207,2529.406,347.207,2529.406,347.207,2529.406,347.207,2529.406,347.207,2529.406,347.207,2509.798,347.207,2529.406
11266,347.226,2509.798,347.226,2529.406,347.226,2529.406,347.226,2529.406,347.226,2529.406,347.226,2509.798,347.226,2509.798,347.226,2509.798
11267,347.244,2509.798,347.244,2529.406,347.244,2529.406,347.244,2529.406,347.244,2509.798,347.244,2529.406,347.244,2509.798,347.244,2529.406
11268,347.263,2509.798,347.263,2509.798,347.263,2529.406,347.263,2509.798,347.263,2529.406,347.263,2529.406,347.263,2509.798,347.263,2529.406
11269,347.281,2509.798,347.281,2509.798,347.281,2529.406,347.281,2529.406,347.281,2509.798,347.281,2529.406,347.281,2509.798,347.281,2509.798
11270,347.3,2509.798,347.3,2509.798,347.3,2509.798,347.3,2509.798,347.3,2529.406,347.3,2529.406,347.3,2509.798,347.3,2509.798
11271,347.318,2509.798,347.318,2529.406,347.318,2529.406,347.318,2509.798,347.318,2509.798,347.318,2529.406,347.318,2509.798,347.318,2529.406
11272,347.337,2509.798,347.337,2529.406,347.337,2509.798,347.337,2529.406,347.337,2509.798,347.337,2529.406,347.337,2509.798,347.337,2509.798
11273,347.355,2509.798,347.355,2529.406,347.355,2529.406,347.355,2509.798,347.355,2509.798,347.355,2529.406,347.355,2509.798,347.355,2529.406
11274,347.373,2509.798,347.373,2529.406,347.373,2529.406,347.373,2529.406,347.373,2509.798,347.373,2529.406,347.373,2509.798,347.373,2509.798
11275,347.392,2509.798,347.392,2529.406,347.392,2509.798,347.392,2529.406,347.392,2529.406,347.392,2529.406,347.392,2509.798,347.392,2509.798
11276,347.41,2529.406,347.41,2509.798,347.41,2529.406,347.41,2529.406,347.41,2509.798,347.41,2529.406,347.41,2509.798,347.41,2529.406
11277,347.429,2509.798,347.429,2529.406,347.429,2509.798,347.429,2529.406,347.429,2509.798,347.429,2509.798,347.429,2509.798,347.429,2509.798
11278,347.447,2529.406,347.447,2509.798,347.447,2509.798,347.447,2529.406,347.447,2509.798,347.447,2529.406,347.447,2509.798,347.447,2509.798
11279,347.466,2509.798,347.466,2529.406,347.466,2509.798,347.466,2509.798,347.466,2509.798,347.466,2529.406,347.466,2509.798,347.466,2509.798
11280,347.484,2509.798,347.484,2529.406,347.484,2529.406,347.484,2509.798,347.484,2509.798,347.484,2529.406,347.484,2529.406,347.484,2529.406
11281,347.502,2509.798,347.502,2509.798,347.502,2509.798,347.502,2529.406,347.502,2509.798,347.502,2529.406,347.502,2509.798,347.502,2529.406
11282,347.521,2509.798,347.521,2529.406,347.521,2529.406,347.521,2529.406,347.521,2529.406,347.521,2509.798,347.521,2529.406,347.521,2529.406
11283,347.539,2509.798,347.539,2529.406,347.539,2529.406,347.539,2529.406,347.539,2509.798,347.539,2529.406,347.539,2529.406,347.539,2509.798
11284,347.558,2509.798,347.558,2529.406,347.558,2529.406,347.558,2509.798,347.558,2509.798,347.558,2529.406,347.558,2509.798,347.558,2509.798
11285,347.576,2509.798,347.576,2509.798,347.576,2509.798,347.576,2529.406,347.576,2509.798,347.576,2509.798,347.576,2509.798,347.576,2509.798
11286,347.595,2509.798,347.595,2509.798,347.595,2529.406,347.595,2509.798,347.595,2509.798,347.595,2529.406,347.595,2509.798,347.595,2509.798
11287,347.613,2509.798,347.613,2529.406,347.613,2529.406,347.613,2509.798,347.613,2509.798,347.613,2509.798,347.613,2509.798,347.613,2529.406
11288,347.631,2509.798,347.631,2529.406,347.631,2529.406,347.631,2529.406,347.631,2509.798,347.631,2529.406,347.631,2529.406,347.631,2509.798
11289,347.65,2509.798,347.65,2509.798,347.65,2529.406,347.65,2529.406,347.65,2509.798,347.65,2529.406,347.65,2509.798,347.65,2529.406
11290,347.668,2509.798,347.668,2509.798,347.668,2509.798,347.668,2529.406,347.668,2529.406,347.668,2529.406,347.668,2529.406,347.668,2509.798
11291,347.687,2529.406,347.687,2509.798,347.687,2529.406,347.687,2509.798,347.687,2509.798,347.687,2509.798,347.687,2529.406,347.687,2529.406
11292,347.705,2529.406,347.705,2529.406,347.705,2529.406,347.705,2509.798,347.705,2529.406,347.705,2529.406,347.705,2509.798,347.705,2529.406
11293,347.724,2509.798,347.724,2529.406,347.724,2509.798,347.724,2529.406,347.724,2509.798,347.724,2529.406,347.724,2509.798,347.724,2509.798
11294,347.742,2509.798,347.742,2529.406,347.742,2529.406,347.742,2529.406,347.742,2509.798,347.742,2529.406,347.742,2509.798,347.742,2509.798
11295,347.76,2509.798,347.76,2509.798,347.76,2509.798,347.76,2529.406,347.76,2509.798,347.76,2529.406,347.76,2509.798,347.76,2509.798
11296,347.779,2509.798,347.779,2529.406,347.779,2529.406,347.779,2529.406,347.779,2529.406,347.779,2509.798,347.779,2529.406,347.779,2529.406
11297,347.797,2509.798,347.797,2529.406,347.797,2529.406,347.797,2509.798,347.797,2509.798,347.797,2529.406,347.797,2509.798,347.797,2529.406
11298,347.816,2509.798,347.816,2529.406,347.816,2529.406,347.816,2529.406,347.816,2529.406,347.816,2529.406,347.816,2509.798,347.816,2509.798
11299,347.834,2509.798,347.834,2529.406,347.834,2529.406,347.834,2529.406,347.834,2509.798,347.834,2509.798,347.834,2509.798,347.834,2509.798
11300,347.853,2509.798,347.853,2529.406,347.853,2529.406,347.853,2529.406,347.853,2509.798,347.853,2529.406,347.853,2509.798,347.853,2529.406
11301,347.871,2509.798,347.871,2529.406,347.871,2529.406,347.871,2529.406,347.871,2529.406,347.871,2509.798,347.871,2509.798,347.871,2509.798
11302,347.889,2529.406,347.889,2509.798,347.889,2529.406,347.889,2509.798,347.889,2509.798,347.889,2529.406,347.889,2509.798,347.889,2509.798
11303,347.908,2509.798,347.908,2509.798,347.908,2529.406,347.908,2509.798,347.908,2509.798,347.908,2529.406,347.908,2509.798,347.908,2529.406
11304,347.926,2529.406,347.926,2529.406,347.926,2529.406,347.926,2509.798,347.926,2509.798,347.926,2529.406,347.926,2529.406,347.926,2529.406
11305,347.945,2529.406,347.945,2509.798,347.945,2529.406,347.945,2509.798,347.945,2529.406,347.945,2529.406,347.945,2509.798,347.945,2529.406
11306,347.963,2509.798,347.963,2529.406,347.963,2529.406,347.963,2529.406,347.963,2529.406,347.963,2529.406,347.963,2509.798,347.963,2529.406
11307,347.982,2529.406,347.982,2529.406,347.982,2529.406,347.982,2529.406,347.982,2509.798,347.982,2529.406,347.982,2509.798,347.982,2529.406
11308,348.0,2529.406,348.0,2529.406,348.0,2529.406,348.0,2509.798,348.0,2529.406,348.0,2529.406,348.0,2509.798,348.0,2529.406
11309,348.018,2509.798,348.018,2529.406,348.018,2529.406,348.018,2529.406,348.018,2509.798,348.018,2529.406,348.018,2509.798,348.018,2509.798
11310,348.037,2509.798,348.037,2529.406,348.037,2529.406,348.037,2509.798,348.037,2509.798,348.037,2529.406,348.037,2509.798,348.037,2509.798
11311,348.055,2509.798,348.055,2529.406,348.055,2529.406,348.055,2509.798,348.055,2529.406,348.055,2529.406,348.055,2509.798,348.055,2509.798
11312,348.074,2509.798,348.074,2509.798,348.074,2509.798,348.074,2529.406,348.074,2509.798,348.074,2529.406,348.074,2529.406,348.074,2529.406
11313,348.092,2509.798,348.092,2509.798,348.092,2529.406,348.092,2509.798,348.092,2509.798,348.092,2529.406,348.092,2509.798,348.092,2529.406
11314,348.111,2509.798,348.111,2529.406,348.111,2529.406,348.111,2509.798,348.111,2529.406,348.111,2529.406,348.111,2509.798,348.111,2509.798
11315,348.129,2509.798,348.129,2509.798,348.129,2529.406,348.129,2529.406,348.129,2529.406,348.129,2529.406,348.129,2529.406,348.129,2529.406
11316,348.148,2529.406,348.148,2529.406,348.148,2529.406,348.148,2529.406,348.148,2529.406,348.148,2529.406,348.148,2509.798,348.148,2529.406
11317,348.166,2509.798,348.166,2529.406,348.166,2529.406,348.166,2529.406,348.166,2529.406,348.166,2529.406,348.166,2509.798,348.166,2509.798
11318,348.184,2509.798,348.184,2529.406,348.184,2529.406,348.184,2529.406,348.184,2509.798,348.184,2509.798,348.184,2509.798,348.184,2509.798
11319,348.203,2509.798,348.203,2529.406,348.203,2529.406,348.203,2509.798,348.203,2509.798,348.203,2509.798,348.203,2509.798,348.203,2529.406
11320,348.221,2509.798,348.221,2529.406,348.221,2529.406,348.221,2509.798,348.221,2529.406,348.221,2509.798,348.221,2509.798,348.221,2529.406
11321,348.24,2509.798,348.24,2529.406,348.24,2529.406,348.24,2509.798,348.24,2509.798,348.24,2529.406,348.24,2509.798,348.24,2529.406
11322,348.258,2509.798,348.258,2509.798,348.258,2529.406,348.258,2529.406,348.258,2529.406,348.258,2529.406,348.258,2509.798,348.258,2509.798
11323,348.277,2529.406,348.277,2509.798,348.277,2529.406,348.277,2529.406,348.277,2509.798,348.277,2529.406,348.277,2509.798,348.277,2509.798
11324,348.295,2509.798,348.295,2529.406,348.295,2529.406,348.295,2529.406,348.295,2529.406,348.295,2529.406,348.295,2509.798,348.295,2529.406
11325,348.313,2509.798,348.313,2529.406,348.313,2509.798,348.313,2529.406,348.313,2529.406,348.313,2529.406,348.313,2509.798,348.313,2509.798
11326,348.332,2529.406,348.332,2529.406,348.332,2529.406,348.332,2529.406,348.332,2509.798,348.332,2529.406,348.332,2529.406,348.332,2529.406
11327,348.35,2509.798,348.35,2529.406,348.35,2529.406,348.35,2529.406,348.35,2509.798,348.35,2529.406,348.35,2509.798,348.35,2529.406
11328,348.369,2529.406,348.369,2529.406,348.369,2529.406,348.369,2529.406,348.369,2509.798,348.369,2529.406,348.369,2509.798,348.369,2509.798
11329,348.387,2529.406,348.387,2509.798,348.387,2529.406,348.387,2529.406,348.387,2509.798,348.387,2529.406,348.387,2509.798,348.387,2529.406
11330,348.406,2509.798,348.406,2509.798,348.406,2509.798,348.406,2509.798,348.406,2509.798,348.406,2529.406,348.406,2509.798,348.406,2509.798
11331,348.424,2509.798,348.424,2509.798,348.424,2509.798,348.424,2509.798,348.424,2509.798,348.424,2529.406,348.424,2509.798,348.424,2529.406
11332,348.442,2509.798,348.442,2509.798,348.442,2529.406,348.442,2509.798,348.442,2529.406,348.442,2529.406,348.442,2509.798,348.442,2529.406
11333,348.461,2509.798,348.461,2529.406,348.461,2509.798,348.461,2529.406,348.461,2509.798,348.461,2529.406,348.461,2509.798,348.461,2529.406
11334,348.479,2529.406,348.479,2529.406,348.479,2509.798,348.479,2529.406,348.479,2529.406,348.479,2529.406,348.479,2529.406,348.479,2529.406
11335,348.498,2509.798,348.498,2529.406,348.498,2529.406,348.498,2529.406,348.498,2529.406,348.498,2529.406,348.498,2529.406,348.498,2509.798
11336,348.516,2509.798,348.516,2529.406,348.516,2529.406,348.516,2529.406,348.516,2509.798,348.516,2529.406,348.516,2509.798,348.516,2509.798
11337,348.535,2529.406,348.535,2509.798,348.535,2529.406,348.535,2509.798,348.535,2529.406,348.535,2529.406,348.535,2509.798,348.535,2509.798
11338,348.553,2529.406,348.553,2529.406,348.553,2529.406,348.553,2529.406,348.553,2509.798,348.553,2509.798,348.553,2509.798,348.553,2509.798
11339,348.571,2509.798,348.571,2509.798,348.571,2529.406,348.571,2529.406,348.571,2529.406,348.571,2529.406,348.571,2509.798,348.571,2509.798
11340,348.59,2529.406,348.59,2509.798,348.59,2529.406,348.59,2509.798,348.59,2529.406,348.59,2529.406,348.59,2509.798,348.59,2529.406
11341,348.608,2509.798,348.608,2529.406,348.608,2509.798,348.608,2509.798,348.608,2509.798,348.608,2529.406,348.608,2529.406,348.608,2509.798
11342,348.627,2509.798,348.627,2529.406,348.627,2529.406,348.627,2509.798,348.627,2509.798,348.627,2529.406,348.627,2509.798,348.627,2529.406
11343,348.645,2509.798,348.645,2529.406,348.645,2529.406,348.645,2529.406,348.645,2509.798,348.645,2529.406,348.645,2529.406,348.645,2529.406
11344,348.664,2509.798,348.664,2529.406,348.664,2529.406,348.664,2529.406,348.664,2509.798,348.664,2529.406,348.664,2509.798,348.664,2509.798
11345,348.682,2529.406,348.682,2509.798,348.682,2529.406,348.682,2529.406,348.682,2509.798,348.682,2529.406,348.682,2509.798,348.682,2509.798
11346,348.7,2509.798,348.7,2529.406,348.7,2529.406,348.7,2529.406,348.7,2529.406,348.7,2509.798,348.7,2509.798,348.7,2509.798
11347,348.719,2529.406,348.719,2509.798,348.719,2509.798,348.719,2529.406,348.719,2509.798,348.719,2529.406,348.719,2509.798,348.719,2509.798
11348,348.737,2509.798,348.737,2509.798,348.737,2509.798,348.737,2509.798,348.737,2509.798,348.737,2529.406,348.737,2509.798,348.737,2509.798
11349,348.756,2509.798,348.756,2509.798,348.756,2509.798,348.756,2509.798,348.756,2529.406,348.756,2529.406,348.756,2529.406,348.756,2529.406
11350,348.774,2529.406,348.774,2509.798,348.774,2529.406,348.774,2509.798,348.774,2509.798,348.774,2529.406,348.774,2509.798,348.774,2529.406
11351,348.793,2529.406,348.793,2509.798,348.793,2529.406,348.793,2509.798,348.793,2529.406,348.793,2509.798,348.793,2509.798,348.793,2529.406
11352,348.811,2509.798,348.811,2529.406,348.811,2529.406,348.811,2529.406,348.811,2509.798,348.811,2529.406,348.811,2529.406,348.811,2509.798
11353,348.829,2509.798,348.829,2529.406,348.829,2529.406,348.829,2509.798,348.829,2529.406,348.829,2529.406,348.829,2509.798,348.829,2529.406
11354,348.848,2509.798,348.848,2529.406,348.848,2529.406,348.848,2509.798,348.848,2509.798,348.848,2529.406,348.848,2509.798,348.848,2509.798
11355,348.866,2509.798,348.866,2509.798,348.866,2529.406,348.866,2529.406,348.866,2509.798,348.866,2509.798,348.866,2509.798,348.866,2509.798
11356,348.885,2509.798,348.885,2509.798,348.885,2529.406,348.885,2509.798,348.885,2509.798,348.885,2529.406,348.885,2509.798,348.885,2509.798
11357,348.903,2529.406,348.903,2529.406,348.903,2509.798,348.903,2509.798,348.903,2509.798,348.903,2509.798,348.903,2509.798,348.903,2509.798
11358,348.922,2529.406,348.922,2529.406,348.922,2529.406,348.922,2509.798,348.922,2509.798,348.922,2529.406,348.922,2509.798,348.922,2509.798
11359,348.94,2490.19,348.94,2509.798,348.94,2509.798,348.94,2509.798,348.94,2529.406,348.94,2529.406,348.94,2529.406,348.94,2529.406
11360,348.959,2509.798,348.959,2529.406,348.959,2509.798,348.959,2529.406,348.959,2529.406,348.959,2529.406,348.959,2509.798,348.959,2509.798
11361,348.977,2529.406,348.977,2529.406,348.977,2529.406,348.977,2529.406,348.977,2509.798,348.977,2549.014,348.977,2509.798,348.977,2529.406
11362,348.995,2509.798,348.995,2529.406,348.995,2529.406,348.995,2529.406,348.995,2529.406,348.995,2529.406,348.995,2529.406,348.995,2509.798
11363,349.014,2509.798,349.014,2529.406,349.014,2529.406,349.014,2529.406,349.014,2509.798,349.014,2529.406,349.014,2509.798,349.014,2509.798
11364,349.032,2509.798,349.032,2529.406,349.032,2529.406,349.032,2529.406,349.032,2509.798,349.032,2529.406,349.032,2509.798,349.032,2509.798
11365,349.051,2509.798,349.051,2529.406,349.051,2529.406,349.051,2529.406,349.051,2509.798,349.051,2509.798,349.051,2509.798,349.051,2509.798
11366,349.069,2529.406,349.069,2529.406,349.069,2529.406,349.069,2529.406,349.069,2509.798,349.069,2529.406,349.069,2509.798,349.069,2509.798
11367,349.088,2509.798,349.088,2529.406,349.088,2529.406,349.088,2529.406,349.088,2509.798,349.088,2529.406,349.088,2509.798,349.088,2509.798
11368,349.106,2509.798,349.106,2529.406,349.106,2509.798,349.106,2509.798,349.106,2509.798,349.106,2509.798,349.106,2509.798,349.106,2529.406
11369,349.124,2509.798,349.124,2529.406,349.124,2529.406,349.124,2509.798,349.124,2529.406,349.124,2529.406,349.124,2509.798,349.124,2509.798
11370,349.143,2509.798,349.143,2509.798,349.143,2529.406,349.143,2509.798,349.143,2529.406,349.143,2529.406,349.143,2509.798,349.143,2529.406
11371,349.161,2529.406,349.161,2529.406,349.161,2529.406,349.161,2529.406,349.161,2509.798,349.161,2509.798,349.161,2529.406,349.161,2529.406
11372,349.18,2529.406,349.18,2509.798,349.18,2529.406,349.18,2529.406,349.18,2529.406,349.18,2529.406,349.18,2509.798,349.18,2529.406
11373,349.198,2509.798,349.198,2529.406,349.198,2529.406,349.198,2529.406,349.198,2529.406,349.198,2529.406,349.198,2509.798,349.198,2529.406
11374,349.217,2509.798,349.217,2529.406,349.217,2509.798,349.217,2529.406,349.217,2509.798,349.217,2509.798,349.217,2509.798,349.217,2509.798
11375,349.235,2509.798,349.235,2529.406,349.235,2529.406,349.235,2509.798,349.235,2509.798,349.235,2529.406,349.235,2509.798,349.235,2529.406
11376,349.253,2509.798,349.253,2509.798,349.253,2529.406,349.253,2529.406,349.253,2529.406,349.253,2529.406,349.253,2509.798,349.253,2529.406
11377,349.272,2509.798,349.272,2529.406,349.272,2529.406,349.272,2509.798,349.272,2509.798,349.272,2529.406,349.272,2509.798,349.272,2509.798
11378,349.29,2509.798,349.29,2509.798,349.29,2529.406,349.29,2529.406,349.29,2509.798,349.29,2529.406,349.29,2509.798,349.29,2529.406
11379,349.309,2529.406,349.309,2529.406,349.309,2529.406,349.309,2529.406,349.309,2529.406,349.309,2529.406,349.309,2529.406,349.309,2509.798
11380,349.327,2509.798,349.327,2529.406,349.327,2509.798,349.327,2529.406,349.327,2509.798,349.327,2529.406,349.327,2509.798,349.327,2509.798
11381,349.346,2509.798,349.346,2509.798,349.346,2529.406,349.346,2509.798,349.346,2529.406,349.346,2529.406,349.346,2509.798,349.346,2529.406
11382,349.364,2509.798,349.364,2529.406,349.364,2509.798,349.364,2529.406,349.364,2509.798,349.364,2529.406,349.364,2509.798,349.364,2509.798
11383,349.382,2529.406,349.382,2529.406,349.382,2529.406,349.382,2529.406,349.382,2509.798,349.382,2529.406,349.382,2509.798,349.382,2529.406
11384,349.401,2509.798,349.401,2529.406,349.401,2509.798,349.401,2509.798,349.401,2529.406,349.401,2509.798,349.401,2509.798,349.401,2529.406
11385,349.419,2509.798,349.419,2509.798,349.419,2509.798,349.419,2509.798,349.419,2509.798,349.419,2529.406,349.419,2509.798,349.419,2509.798
11386,349.438,2509.798,349.438,2509.798,349.438,2509.798,349.438,2529.406,349.438,2509.798,349.438,2529.406,349.438,2509.798,349.438,2529.406
11387,349.456,2509.798,349.456,2529.406,349.456,2509.798,349.456,2529.406,349.456,2509.798,349.456,2509.798,349.456,2509.798,349.456,2509.798
